,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
10443,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,31.3
10444,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,39.9
10445,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,31.2
10446,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.6
10447,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,33.2
10448,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.8
10449,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,35.6
10450,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,28.2
10451,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,33.9
10452,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,35.8
10453,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,33.5
10454,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.1
10455,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,32.0
10456,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,37.8
10457,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,26.9
10458,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,36.2
10459,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,34.1
10460,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,34.7
10461,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.2
10462,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.6
10463,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.7
10464,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,40.2
10465,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.8
10466,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,33.7
10467,Symptoms of Depressive Disorder,National Estimate,United States,United States,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.2
10468,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,36.9
10469,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.7
10470,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.3
10471,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,22.8
10472,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,15.8
10473,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,11.8
10474,Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,9.6
10475,Symptoms of Depressive Disorder,By Sex,United States,Male,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.2
10476,Symptoms of Depressive Disorder,By Sex,United States,Female,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.1
10477,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.7
10478,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.3
10479,Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,59.1
10480,Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.6
10481,Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.9
10482,Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,46.9
10483,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.0
10484,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,22.2
10485,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.0
10486,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,15.7
10487,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,31.2
10488,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.2
10489,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.8
10490,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.5
10491,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,15.6
10492,Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,51.6
10493,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,17.5
10494,Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.7
10495,Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.5
10496,Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,22.7
10497,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.8
10498,Symptoms of Depressive Disorder,By State,California,California,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.3
10499,Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.5
10500,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.0
10501,Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.2
10502,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.9
10503,Symptoms of Depressive Disorder,By State,Florida,Florida,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.5
10504,Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.1
10505,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.1
10506,Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.7
10507,Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.4
10508,Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.9
10509,Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,19.9
10510,Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.4
10511,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.2
10512,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.0
10513,Symptoms of Depressive Disorder,By State,Maine,Maine,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.5
10514,Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.4
10515,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.2
10516,Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.3
10517,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,18.5
10518,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,33.1
10519,Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.2
10520,Symptoms of Depressive Disorder,By State,Montana,Montana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.7
10521,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,19.3
10522,Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.4
10523,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,15.7
10524,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.5
10525,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.0
10526,Symptoms of Depressive Disorder,By State,New York,New York,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.3
10527,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,20.5
10528,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.6
10529,Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,19.6
10530,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.5
10531,Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.2
10532,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.3
10533,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.8
10534,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.0
10535,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,15.7
10536,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.1
10537,Symptoms of Depressive Disorder,By State,Texas,Texas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.5
10538,Symptoms of Depressive Disorder,By State,Utah,Utah,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.1
10539,Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,12.4
10540,Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.3
10541,Symptoms of Depressive Disorder,By State,Washington,Washington,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,18.8
10542,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.9
10543,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,16.6
10544,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,21.4
10545,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.8
10546,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,42.9
10547,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,36.8
10548,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.9
10549,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.4
10550,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,18.7
10551,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,14.2
10552,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,14.9
10553,Symptoms of Anxiety Disorder,By Sex,United States,Male,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.5
10554,Symptoms of Anxiety Disorder,By Sex,United States,Female,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.8
10555,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.9
10556,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.1
10557,Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,75.0
10558,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,36.6
10559,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.2
10560,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,57.8
10561,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.0
10562,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.3
10563,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.3
10564,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,17.4
10565,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,37.6
10566,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,33.7
10567,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.5
10568,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,33.4
10569,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.0
10570,Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,55.1
10571,Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.6
10572,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.7
10573,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.5
10574,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.0
10575,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,34.6
10576,Symptoms of Anxiety Disorder,By State,California,California,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.1
10577,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.3
10578,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.3
10579,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.6
10580,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.5
10581,Symptoms of Anxiety Disorder,By State,Florida,Florida,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.8
10582,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.3
10583,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.4
10584,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.8
10585,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.4
10586,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,34.3
10587,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.4
10588,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,25.3
10589,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,37.6
10590,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,36.6
10591,Symptoms of Anxiety Disorder,By State,Maine,Maine,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.0
10592,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.9
10593,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.8
10594,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.8
10595,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.1
10596,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,35.8
10597,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.4
10598,Symptoms of Anxiety Disorder,By State,Montana,Montana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.5
10599,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,27.1
10600,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,33.9
10601,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.2
10602,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,31.0
10603,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,34.9
10604,Symptoms of Anxiety Disorder,By State,New York,New York,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.9
10605,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.2
10606,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.7
10607,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.2
10608,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,37.5
10609,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.1
10610,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.4
10611,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.5
10612,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.4
10613,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.6
10614,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.1
10615,Symptoms of Anxiety Disorder,By State,Texas,Texas,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.4
10616,Symptoms of Anxiety Disorder,By State,Utah,Utah,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.1
10617,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.7
10618,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.5
10619,Symptoms of Anxiety Disorder,By State,Washington,Washington,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,24.7
10620,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,29.5
10621,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,23.9
10622,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,31.7
