,Indicator,Group,State_x,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,State_y,date,cases,state2
7302,Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,17.1,OR,2022-07-27,848046,Oregon
7303,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,24.8,OR,2022-07-27,848046,Oregon
7304,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,29.4,OR,2022-07-27,848046,Oregon
7305,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,24.2,PA,2022-07-27,3080593,Pennsylvania
7306,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,31.5,PA,2022-07-27,3080593,Pennsylvania
7307,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,35.8,PA,2022-07-27,3080593,Pennsylvania
7308,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,22.3,RI,2022-07-27,389738,Rhode Island
7309,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,29.9,RI,2022-07-27,389738,Rhode Island
7310,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,33.8,RI,2022-07-27,389738,Rhode Island
7311,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,18.6,SC,2022-07-27,1481646,South Carolina
7312,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,22.0,SC,2022-07-27,1481646,South Carolina
7313,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,25.6,SC,2022-07-27,1481646,South Carolina
7314,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,18.6,SD,2022-07-27,250286,South Dakota
7315,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,22.0,SD,2022-07-27,250286,South Dakota
7316,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,28.6,SD,2022-07-27,250286,South Dakota
7317,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,23.0,TN,2022-07-27,2196043,Tennessee
7318,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,27.5,TN,2022-07-27,2196043,Tennessee
7319,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,33.6,TN,2022-07-27,2196043,Tennessee
7320,Symptoms of Depressive Disorder,By State,Texas,Texas,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,24.3,TX,2022-07-27,7406593,Texas
7321,Symptoms of Anxiety Disorder,By State,Texas,Texas,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,32.3,TX,2022-07-27,7406593,Texas
7322,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,36.6,TX,2022-07-27,7406593,Texas
7323,Symptoms of Depressive Disorder,By State,Utah,Utah,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,23.0,UT,2022-07-27,1004426,Utah
7324,Symptoms of Anxiety Disorder,By State,Utah,Utah,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,28.3,UT,2022-07-27,1004426,Utah
7325,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,32.9,UT,2022-07-27,1004426,Utah
7326,Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,20.9,VT,2022-07-27,137649,Vermont
7327,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,28.3,VT,2022-07-27,137649,Vermont
7328,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,30.8,VT,2022-07-27,137649,Vermont
7329,Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,18.8,VA,2022-07-27,1947686,Virginia
7330,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,29.5,VA,2022-07-27,1947686,Virginia
7331,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,32.0,VA,2022-07-27,1947686,Virginia
7332,Symptoms of Depressive Disorder,By State,Washington,Washington,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,19.3,WA,2022-07-27,1729949,Washington
7333,Symptoms of Anxiety Disorder,By State,Washington,Washington,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,25.9,WA,2022-07-27,1729949,Washington
7334,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,30.5,WA,2022-07-27,1729949,Washington
7335,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,27.3,WV,2022-07-27,553018,West Virginia
7336,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,38.2,WV,2022-07-27,553018,West Virginia
7337,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,42.6,WV,2022-07-27,553018,West Virginia
7338,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,19.8,WI,2022-07-27,1773074,Wisconsin
7339,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,24.1,WI,2022-07-27,1773074,Wisconsin
7340,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,27.9,WI,2022-07-27,1773074,Wisconsin
7341,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,19.5,WY,2022-07-27,170032,Wyoming
7342,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,23.9,WY,2022-07-27,170032,Wyoming
7343,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.5,48,"Jul 27 - Aug 8, 2022",2022-07-27,2022-08-08,28.2,WY,2022-07-27,170032,Wyoming
7344,Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.7,AL,2022-09-14,1504180,Alabama
7345,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.6,AL,2022-09-14,1504180,Alabama
7346,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,42.7,AL,2022-09-14,1504180,Alabama
7347,Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.4,AK,2022-09-14,271895,Alaska
7348,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.4,AK,2022-09-14,271895,Alaska
7349,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,41.0,AK,2022-09-14,271895,Alaska
7350,Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.8,AZ,2022-09-14,2264160,Arizona
7351,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.5,AZ,2022-09-14,2264160,Arizona
7352,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,39.3,AZ,2022-09-14,2264160,Arizona
7353,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.2,AR,2022-09-14,915952,Arkansas
7354,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,38.3,AR,2022-09-14,915952,Arkansas
7355,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,41.7,AR,2022-09-14,915952,Arkansas
7356,Symptoms of Depressive Disorder,By State,California,California,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,23.8,CA,2022-09-14,10329462,California
7357,Symptoms of Anxiety Disorder,By State,California,California,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.5,CA,2022-09-14,10329462,California
7358,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.2,CA,2022-09-14,10329462,California
7359,Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.8,CO,2022-09-14,1635876,Colorado
7360,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.5,CO,2022-09-14,1635876,Colorado
7361,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.6,CO,2022-09-14,1635876,Colorado
7362,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.8,CT,2022-09-14,885534,Connecticut
7363,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.5,CT,2022-09-14,885534,Connecticut
7364,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.5,CT,2022-09-14,885534,Connecticut
7365,Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.1,DE,2022-09-14,305284,Delaware
7366,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.4,DE,2022-09-14,305284,Delaware
7367,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,39.6,DE,2022-09-14,305284,Delaware
7368,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,14.7,DC,2022-09-14,167342,District of Columbia
7369,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.3,DC,2022-09-14,167342,District of Columbia
7370,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.6,DC,2022-09-14,167342,District of Columbia
7371,Symptoms of Depressive Disorder,By State,Florida,Florida,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.2,FL,2022-09-14,7086085,Florida
7372,Symptoms of Anxiety Disorder,By State,Florida,Florida,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.3,FL,2022-09-14,7086085,Florida
7373,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.4,FL,2022-09-14,7086085,Florida
7374,Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.3,GA,2022-09-14,2229087,Georgia
7375,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.9,GA,2022-09-14,2229087,Georgia
7376,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,35.7,GA,2022-09-14,2229087,Georgia
7377,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.4,HI,2022-09-14,342072,Hawaii
7378,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.8,HI,2022-09-14,342072,Hawaii
7379,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.3,HI,2022-09-14,342072,Hawaii
7380,Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.3,ID,2022-09-14,492580,Idaho
7381,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.2,ID,2022-09-14,492580,Idaho
7382,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.4,ID,2022-09-14,492580,Idaho
7383,Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.4,IL,2022-09-14,3706263,Illinois
7384,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.2,IL,2022-09-14,3706263,Illinois
7385,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.3,IL,2022-09-14,3706263,Illinois
7386,Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.0,IN,2022-09-14,1912563,Indiana
7387,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.7,IN,2022-09-14,1912563,Indiana
7388,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,38.1,IN,2022-09-14,1912563,Indiana
7389,Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,21.0,IA,2022-09-14,851233,Iowa
7390,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.9,IA,2022-09-14,851233,Iowa
7391,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.4,IA,2022-09-14,851233,Iowa
7392,Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,25.8,KS,2022-09-14,868911,Kansas
7393,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.0,KS,2022-09-14,868911,Kansas
7394,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.5,KS,2022-09-14,868911,Kansas
7395,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.9,KY,2022-09-14,1558436,Kentucky
7396,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.1,KY,2022-09-14,1558436,Kentucky
7397,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,35.9,KY,2022-09-14,1558436,Kentucky
7398,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.5,LA,2022-09-14,1446738,Louisiana
7399,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,40.2,LA,2022-09-14,1446738,Louisiana
7400,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,46.0,LA,2022-09-14,1446738,Louisiana
7401,Symptoms of Depressive Disorder,By State,Maine,Maine,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,20.3,ME,2022-09-14,285670,Maine
7402,Symptoms of Anxiety Disorder,By State,Maine,Maine,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.9,ME,2022-09-14,285670,Maine
7403,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,35.1,ME,2022-09-14,285670,Maine
7404,Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,20.9,MD,2022-09-14,1237529,Maryland
7405,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.3,MD,2022-09-14,1237529,Maryland
7406,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.4,MD,2022-09-14,1237529,Maryland
7407,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.9,MA,2022-09-14,1855938,Massachusetts
7408,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.6,MA,2022-09-14,1855938,Massachusetts
7409,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.1,MA,2022-09-14,1855938,Massachusetts
7410,Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.6,MI,2022-09-14,2804588,Michigan
7411,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.0,MI,2022-09-14,2804588,Michigan
7412,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.9,MI,2022-09-14,2804588,Michigan
7413,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,18.0,MN,2022-09-14,1552840,Minnesota
7414,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.6,MN,2022-09-14,1552840,Minnesota
7415,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.8,MN,2022-09-14,1552840,Minnesota
7416,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.4,MS,2022-09-14,922493,Mississippi
7417,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,41.4,MS,2022-09-14,922493,Mississippi
7418,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,46.8,MS,2022-09-14,922493,Mississippi
7419,Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.3,MO,2022-09-14,1411721,Missouri
7420,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.1,MO,2022-09-14,1411721,Missouri
7421,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.9,MO,2022-09-14,1411721,Missouri
7422,Symptoms of Depressive Disorder,By State,Montana,Montana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,19.2,MT,2022-09-14,306709,Montana
7423,Symptoms of Anxiety Disorder,By State,Montana,Montana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.9,MT,2022-09-14,306709,Montana
7424,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.9,MT,2022-09-14,306709,Montana
7425,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.6,NE,2022-09-14,534299,Nebraska
7426,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.0,NE,2022-09-14,534299,Nebraska
7427,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.7,NE,2022-09-14,534299,Nebraska
7428,Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.6,NV,2022-09-14,835618,Nevada
7429,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.2,NV,2022-09-14,835618,Nevada
7430,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.1,NV,2022-09-14,835618,Nevada
7431,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,23.2,NH,2022-09-14,346627,New Hampshire
7432,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.1,NH,2022-09-14,346627,New Hampshire
7433,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,38.1,NH,2022-09-14,346627,New Hampshire
7434,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,17.9,NJ,2022-09-14,2703340,New Jersey
7435,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,28.6,NJ,2022-09-14,2703340,New Jersey
7436,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.7,NJ,2022-09-14,2703340,New Jersey
7437,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.0,NM,2022-09-14,615162,New Mexico
7438,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.8,NM,2022-09-14,615162,New Mexico
7439,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,38.1,NM,2022-09-14,615162,New Mexico
7440,Symptoms of Depressive Disorder,By State,New York,New York,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,25.5,NY,2022-09-14,5972214,New York
7441,Symptoms of Anxiety Disorder,By State,New York,New York,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.9,NY,2022-09-14,5972214,New York
7442,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.2,NY,2022-09-14,5972214,New York
7443,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.5,NC,2022-09-14,3162502,North Carolina
7444,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,28.6,NC,2022-09-14,3162502,North Carolina
7445,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.8,NC,2022-09-14,3162502,North Carolina
